date,symptom,n
2019-09-28,s07,10
2019-09-28,s08,0
2019-09-28,s10,1
2019-09-28,s11,1018
2019-09-28,s12,7
2019-09-28,s13,0
2019-09-28,s14,156
2019-09-28,s15,0
2019-09-28,s16,0
2019-09-28,s17,1
2019-09-28,s19,0
2019-09-28,s20,7
2019-09-28,s21,3523
2019-09-28,s22,439
2019-09-28,s23,358
2019-09-28,s24,224
2019-09-28,s25,0
2019-09-28,s26,0
2019-09-28,s27,57
2019-09-28,s28,380
2019-09-28,s29,1018
2019-09-28,s30,0
2019-09-28,s31,0
2019-09-28,s32,0
2019-09-28,s33,4
2019-09-28,s34,0
2019-09-28,s35,0
2019-09-28,s36,139
2019-09-28,s37,29
2019-09-28,s38,0
2019-09-28,s39,4
2019-09-28,s40,0
2019-09-28,s41,0
2019-09-28,s42,109
2019-09-28,s43,4
2019-09-28,s44,0
2019-09-28,s45,5
2019-09-28,s46,0
2019-09-28,s47,0
2019-09-28,s48,0
2019-09-28,s49,363
2019-09-28,s50,0
2019-09-28,s51,0
2019-09-28,s52,0
2019-09-28,s53,0
2019-09-28,s54,0
2019-09-28,s55,316
2019-09-28,s56,338
2019-09-29,s01,0
2019-09-29,s02,0
2019-09-29,s03,0
2019-09-29,s04,0
2019-09-29,s05,45
2019-09-29,s06,0
2019-09-29,s07,6
2019-09-29,s08,0
2019-09-29,s10,3
2019-09-29,s11,1041
2019-09-29,s12,8
2019-09-29,s13,0
2019-09-29,s14,131
2019-09-29,s15,0
2019-09-29,s16,0
2019-09-29,s17,2
2019-09-29,s19,0
2019-09-29,s20,2
2019-09-29,s21,0
2019-09-29,s22,425
2019-09-29,s23,449
2019-09-29,s24,312
2019-09-29,s25,0
2019-09-29,s26,0
2019-09-29,s27,50
2019-09-29,s28,423
2019-09-29,s29,1041
2019-09-29,s30,0
2019-09-29,s31,0
2019-09-29,s32,3
2019-09-29,s33,1
2019-09-29,s34,0
2019-09-29,s35,0
2019-09-29,s36,172
2019-09-29,s37,0
2019-09-29,s38,0
2019-09-29,s39,0
2019-09-29,s40,1
2019-09-29,s41,1
2019-09-29,s42,57
2019-09-29,s43,4
2019-09-29,s44,0
2019-09-29,s45,4
2019-09-29,s46,0
2019-09-29,s47,0
2019-09-29,s48,0
2019-09-29,s49,356
2019-09-29,s50,1
2019-09-29,s51,0
2019-09-29,s52,0
2019-09-29,s53,0
2019-09-29,s54,0
2019-09-29,s55,352
2019-09-29,s56,0
2019-09-30,s01,0
2019-09-30,s02,0
2019-09-30,s03,1
2019-09-30,s04,0
2019-09-30,s05,52
2019-09-30,s06,372
2019-09-30,s07,10
2019-09-30,s08,1
2019-09-30,s10,2
2019-09-30,s11,1327
2019-09-30,s12,11
2019-09-30,s13,1
2019-09-30,s14,192
2019-09-30,s15,0
2019-09-30,s16,0
2019-09-30,s17,3
2019-09-30,s19,0
2019-09-30,s20,9
2019-09-30,s21,1222
2019-09-30,s22,628
2019-09-30,s23,598
2019-09-30,s24,401
2019-09-30,s25,0
2019-09-30,s26,0
2019-09-30,s27,76
2019-09-30,s28,480
2019-09-30,s29,1327
2019-09-30,s30,0
2019-09-30,s31,0
2019-09-30,s32,1
2019-09-30,s33,1
2019-09-30,s34,0
2019-09-30,s35,3
2019-09-30,s36,202
2019-09-30,s37,5
2019-09-30,s38,0
2019-09-30,s39,2
2019-09-30,s40,0
2019-09-30,s41,0
2019-09-30,s42,65
2019-09-30,s43,7
2019-09-30,s44,0
2019-09-30,s45,8
2019-09-30,s46,0
2019-09-30,s47,0
2019-09-30,s48,0
2019-09-30,s49,403
2019-09-30,s50,0
2019-09-30,s51,0
2019-09-30,s52,0
2019-09-30,s53,0
2019-09-30,s54,0
2019-09-30,s55,445
2019-09-30,s56,73
2019-10-01,s01,0
2019-10-01,s02,0
2019-10-01,s03,0
2019-10-01,s04,0
2019-10-01,s05,41
2019-10-01,s06,1611
2019-10-01,s07,13
2019-10-01,s08,0
2019-10-01,s10,3
2019-10-01,s11,1372
2019-10-01,s12,16
2019-10-01,s13,1
2019-10-01,s14,155
2019-10-01,s15,1
2019-10-01,s16,0
2019-10-01,s17,3
2019-10-01,s19,0
2019-10-01,s20,10
2019-10-01,s21,5221
2019-10-01,s22,614
2019-10-01,s23,493
2019-10-01,s24,304
2019-10-01,s25,0
2019-10-01,s26,0
2019-10-01,s27,109
2019-10-01,s28,460
2019-10-01,s29,1371
2019-10-01,s30,0
2019-10-01,s31,0
2019-10-01,s32,2
2019-10-01,s33,2
2019-10-01,s34,0
2019-10-01,s35,5
2019-10-01,s36,215
2019-10-01,s37,49
2019-10-01,s38,0
2019-10-01,s39,3
2019-10-01,s40,2
2019-10-01,s41,1
2019-10-01,s42,71
2019-10-01,s43,7
2019-10-01,s44,0
2019-10-01,s45,8
2019-10-01,s46,0
2019-10-01,s47,0
2019-10-01,s48,0
2019-10-01,s49,366
2019-10-01,s50,1
2019-10-01,s51,0
2019-10-01,s52,0
2019-10-01,s53,0
2019-10-01,s54,0
2019-10-01,s55,465
2019-10-01,s56,371
2019-10-02,s01,0
2019-10-02,s02,0
2019-10-02,s03,0
2019-10-02,s04,0
2019-10-02,s05,74
2019-10-02,s06,1752
2019-10-02,s07,11
2019-10-02,s08,0
2019-10-02,s10,2
2019-10-02,s11,1386
2019-10-02,s12,15
2019-10-02,s13,0
2019-10-02,s14,232
2019-10-02,s15,2
2019-10-02,s16,0
2019-10-02,s17,2
2019-10-02,s19,0
2019-10-02,s20,11
2019-10-02,s21,5250
2019-10-02,s22,596
2019-10-02,s23,480
2019-10-02,s24,334
2019-10-02,s25,0
2019-10-02,s26,0
2019-10-02,s27,87
2019-10-02,s28,490
2019-10-02,s29,1387
2019-10-02,s30,0
2019-10-02,s31,0
2019-10-02,s32,1
2019-10-02,s33,3
2019-10-02,s34,0
2019-10-02,s35,0
2019-10-02,s36,197
2019-10-02,s37,57
2019-10-02,s38,0
2019-10-02,s39,4
2019-10-02,s40,0
2019-10-02,s41,0
2019-10-02,s42,87
2019-10-02,s43,2
2019-10-02,s44,0
2019-10-02,s45,7
2019-10-02,s46,0
2019-10-02,s47,0
2019-10-02,s48,0
2019-10-02,s49,382
2019-10-02,s50,0
2019-10-02,s51,0
2019-10-02,s52,0
2019-10-02,s53,0
2019-10-02,s54,0
2019-10-02,s55,390
2019-10-02,s56,406
2019-10-03,s01,0
2019-10-03,s02,0
2019-10-03,s03,0
2019-10-03,s04,0
2019-10-03,s05,40
2019-10-03,s06,1775
2019-10-03,s07,13
2019-10-03,s08,1
2019-10-03,s10,1
2019-10-03,s11,1347
2019-10-03,s12,16
2019-10-03,s13,0
2019-10-03,s14,193
2019-10-03,s15,0
2019-10-03,s16,1
2019-10-03,s17,5
2019-10-03,s19,0
2019-10-03,s20,11
2019-10-03,s21,5127
2019-10-03,s22,573
2019-10-03,s23,527
2019-10-03,s24,300
2019-10-03,s25,0
2019-10-03,s26,0
2019-10-03,s27,91
2019-10-03,s28,406
2019-10-03,s29,1346
2019-10-03,s30,0
2019-10-03,s31,0
2019-10-03,s32,0
2019-10-03,s33,3
2019-10-03,s34,0
2019-10-03,s35,2
2019-10-03,s36,207
2019-10-03,s37,45
2019-10-03,s38,0
2019-10-03,s39,0
2019-10-03,s40,0
2019-10-03,s41,0
2019-10-03,s42,147
2019-10-03,s43,3
2019-10-03,s44,1
2019-10-03,s45,8
2019-10-03,s46,0
2019-10-03,s47,0
2019-10-03,s48,0
2019-10-03,s49,374
2019-10-03,s50,2
2019-10-03,s51,0
2019-10-03,s52,0
2019-10-03,s53,0
2019-10-03,s54,0
2019-10-03,s55,421
2019-10-03,s56,339
2019-10-04,s01,0
2019-10-04,s02,0
2019-10-04,s03,1
2019-10-04,s04,0
2019-10-04,s05,29
2019-10-04,s06,1744
2019-10-04,s07,9
2019-10-04,s08,0
2019-10-04,s10,0
2019-10-04,s11,1216
2019-10-04,s12,10
2019-10-04,s13,1
2019-10-04,s14,155
2019-10-04,s15,3
2019-10-04,s16,0
2019-10-04,s17,2
2019-10-04,s19,0
2019-10-04,s20,10
2019-10-04,s21,4787
2019-10-04,s22,535
2019-10-04,s23,436
2019-10-04,s24,259
2019-10-04,s25,0
2019-10-04,s26,0
2019-10-04,s27,61
2019-10-04,s28,389
2019-10-04,s29,1216
2019-10-04,s30,0
2019-10-04,s31,0
2019-10-04,s32,1
2019-10-04,s33,0
2019-10-04,s34,0
2019-10-04,s35,0
2019-10-04,s36,178
2019-10-04,s37,26
2019-10-04,s38,0
2019-10-04,s39,2
2019-10-04,s40,1
2019-10-04,s41,0
2019-10-04,s42,73
2019-10-04,s43,3
2019-10-04,s44,0
2019-10-04,s45,4
2019-10-04,s46,0
2019-10-04,s47,0
2019-10-04,s48,0
2019-10-04,s49,356
2019-10-04,s50,0
2019-10-04,s51,0
2019-10-04,s52,0
2019-10-04,s53,0
2019-10-04,s54,0
2019-10-04,s55,380
2019-10-04,s56,301
2019-10-05,s01,0
2019-10-05,s02,0
2019-10-05,s03,0
2019-10-05,s04,0
2019-10-05,s05,27
2019-10-05,s06,1500
2019-10-05,s07,12
2019-10-05,s08,0
2019-10-05,s10,5
2019-10-05,s11,1019
2019-10-05,s12,12
2019-10-05,s13,0
2019-10-05,s14,154
2019-10-05,s15,1
2019-10-05,s16,0
2019-10-05,s17,3
2019-10-05,s19,0
2019-10-05,s20,9
2019-10-05,s21,4422
2019-10-05,s22,452
2019-10-05,s23,346
2019-10-05,s24,248
2019-10-05,s25,0
2019-10-05,s26,0
2019-10-05,s27,54
2019-10-05,s28,327
2019-10-05,s29,1019
2019-10-05,s30,0
2019-10-05,s31,0
2019-10-05,s32,1
2019-10-05,s33,0
2019-10-05,s34,0
2019-10-05,s35,0
2019-10-05,s36,169
2019-10-05,s37,28
2019-10-05,s38,0
2019-10-05,s39,1
2019-10-05,s40,0
2019-10-05,s41,0
2019-10-05,s42,60
2019-10-05,s43,1
2019-10-05,s44,0
2019-10-05,s45,6
2019-10-05,s46,0
2019-10-05,s47,0
2019-10-05,s48,0
2019-10-05,s49,271
2019-10-05,s50,1
2019-10-05,s51,0
2019-10-05,s52,0
2019-10-05,s53,0
2019-10-05,s54,1
2019-10-05,s55,291
2019-10-05,s56,388
2019-10-06,s01,0
2019-10-06,s02,0
2019-10-06,s03,0
2019-10-06,s04,1
2019-10-06,s05,24
2019-10-06,s06,1533
2019-10-06,s07,3
2019-10-06,s08,0
2019-10-06,s10,3
2019-10-06,s11,1073
2019-10-06,s12,13
2019-10-06,s13,0
2019-10-06,s14,144
2019-10-06,s15,1
2019-10-06,s16,0
2019-10-06,s17,1
2019-10-06,s19,0
2019-10-06,s20,4
2019-10-06,s21,4706
2019-10-06,s22,427
2019-10-06,s23,533
2019-10-06,s24,320
2019-10-06,s25,0
2019-10-06,s26,0
2019-10-06,s27,70
2019-10-06,s28,400
2019-10-06,s29,1072
2019-10-06,s30,0
2019-10-06,s31,0
2019-10-06,s32,0
2019-10-06,s33,0
2019-10-06,s34,0
2019-10-06,s35,0
2019-10-06,s36,173
2019-10-06,s37,40
2019-10-06,s38,0
2019-10-06,s39,2
2019-10-06,s40,0
2019-10-06,s41,0
2019-10-06,s42,57
2019-10-06,s43,7
2019-10-06,s44,0
2019-10-06,s45,5
2019-10-06,s46,0
2019-10-06,s47,4
2019-10-06,s48,0
2019-10-06,s49,265
2019-10-06,s50,1
2019-10-06,s51,0
2019-10-06,s52,0
2019-10-06,s53,0
2019-10-06,s54,0
2019-10-06,s55,355
2019-10-06,s56,401
2019-10-07,s01,0
2019-10-07,s02,0
2019-10-07,s03,0
2019-10-07,s04,0
2019-10-07,s05,30
2019-10-07,s06,1833
2019-10-07,s07,9
2019-10-07,s08,1
2019-10-07,s10,1
2019-10-07,s11,1323
2019-10-07,s12,15
2019-10-07,s13,0
2019-10-07,s14,183
2019-10-07,s15,1
2019-10-07,s16,1
2019-10-07,s17,1
2019-10-07,s19,0
2019-10-07,s20,11
2019-10-07,s21,5497
2019-10-07,s22,661
2019-10-07,s23,675
2019-10-07,s24,502
2019-10-07,s25,0
2019-10-07,s26,0
2019-10-07,s27,99
2019-10-07,s28,494
2019-10-07,s29,1325
2019-10-07,s30,0
2019-10-07,s31,0
2019-10-07,s32,1
2019-10-07,s33,0
2019-10-07,s34,0
2019-10-07,s35,0
2019-10-07,s36,194
2019-10-07,s37,40
2019-10-07,s38,0
2019-10-07,s39,4
2019-10-07,s40,0
2019-10-07,s41,0
2019-10-07,s42,71
2019-10-07,s43,6
2019-10-07,s44,0
2019-10-07,s45,2
2019-10-07,s46,0
2019-10-07,s47,0
2019-10-07,s48,0
2019-10-07,s49,325
2019-10-07,s50,1
2019-10-07,s51,0
2019-10-07,s52,0
2019-10-07,s53,0
2019-10-07,s54,0
2019-10-07,s55,455
2019-10-07,s56,410
2019-10-08,s01,0
2019-10-08,s02,0
2019-10-08,s03,0
2019-10-08,s04,0
2019-10-08,s05,33
2019-10-08,s06,1612
2019-10-08,s07,8
2019-10-08,s08,0
2019-10-08,s10,2
2019-10-08,s11,1379
2019-10-08,s12,17
2019-10-08,s13,1
2019-10-08,s14,196
2019-10-08,s15,4
2019-10-08,s16,0
2019-10-08,s17,2
2019-10-08,s19,0
2019-10-08,s20,12
2019-10-08,s21,4918
2019-10-08,s22,692
2019-10-08,s23,499
2019-10-08,s24,696
2019-10-08,s25,0
2019-10-08,s26,0
2019-10-08,s27,78
2019-10-08,s28,454
2019-10-08,s29,1380
2019-10-08,s30,0
2019-10-08,s31,0
2019-10-08,s32,1
2019-10-08,s33,1
2019-10-08,s34,0
2019-10-08,s35,1
2019-10-08,s36,203
2019-10-08,s37,42
2019-10-08,s38,0
2019-10-08,s39,1
2019-10-08,s40,0
2019-10-08,s41,0
2019-10-08,s42,66
2019-10-08,s43,5
2019-10-08,s44,0
2019-10-08,s45,3
2019-10-08,s46,0
2019-10-08,s47,0
2019-10-08,s48,0
2019-10-08,s49,455
2019-10-08,s50,1
2019-10-08,s51,0
2019-10-08,s52,0
2019-10-08,s53,0
2019-10-08,s54,0
2019-10-08,s55,471
2019-10-08,s56,394
2019-10-09,s01,0
2019-10-09,s02,0
2019-10-09,s03,2
2019-10-09,s04,0
2019-10-09,s05,42
2019-10-09,s06,1695
2019-10-09,s07,10
2019-10-09,s08,0
2019-10-09,s10,4
2019-10-09,s11,1282
2019-10-09,s12,15
2019-10-09,s13,0
2019-10-09,s14,201
2019-10-09,s15,3
2019-10-09,s16,1
2019-10-09,s17,0
2019-10-09,s19,0
2019-10-09,s20,14
2019-10-09,s21,4891
2019-10-09,s22,630
2019-10-09,s23,511
2019-10-09,s24,511
2019-10-09,s25,0
2019-10-09,s26,0
2019-10-09,s27,85
2019-10-09,s28,437
2019-10-09,s29,1282
2019-10-09,s30,0
2019-10-09,s31,0
2019-10-09,s32,2
2019-10-09,s33,0
2019-10-09,s34,0
2019-10-09,s35,2
2019-10-09,s36,202
2019-10-09,s37,46
2019-10-09,s38,0
2019-10-09,s39,3
2019-10-09,s40,0
2019-10-09,s41,0
2019-10-09,s42,110
2019-10-09,s43,2
2019-10-09,s44,0
2019-10-09,s45,7
2019-10-09,s46,0
2019-10-09,s47,0
2019-10-09,s48,0
2019-10-09,s49,475
2019-10-09,s50,0
2019-10-09,s51,0
2019-10-09,s52,0
2019-10-09,s53,0
2019-10-09,s54,0
2019-10-09,s55,509
2019-10-09,s56,415
2019-10-10,s01,0
2019-10-10,s02,0
2019-10-10,s03,0
2019-10-10,s04,0
2019-10-10,s05,38
2019-10-10,s06,1736
2019-10-10,s07,7
2019-10-10,s08,1
2019-10-10,s10,1
2019-10-10,s11,1264
2019-10-10,s12,13
2019-10-10,s13,0
2019-10-10,s14,226
2019-10-10,s15,5
2019-10-10,s16,0
2019-10-10,s17,2
2019-10-10,s19,0
2019-10-10,s20,10
2019-10-10,s21,4913
2019-10-10,s22,515
2019-10-10,s23,442
2019-10-10,s24,366
2019-10-10,s25,0
2019-10-10,s26,0
2019-10-10,s27,105
2019-10-10,s28,421
2019-10-10,s29,1264
2019-10-10,s30,0
2019-10-10,s31,0
2019-10-10,s32,1
2019-10-10,s33,2
2019-10-10,s34,0
2019-10-10,s35,2
2019-10-10,s36,177
2019-10-10,s37,40
2019-10-10,s38,0
2019-10-10,s39,2
2019-10-10,s40,0
2019-10-10,s41,0
2019-10-10,s42,120
2019-10-10,s43,5
2019-10-10,s44,0
2019-10-10,s45,8
2019-10-10,s46,0
2019-10-10,s47,6
2019-10-10,s48,0
2019-10-10,s49,368
2019-10-10,s50,0
2019-10-10,s51,0
2019-10-10,s52,0
2019-10-10,s53,0
2019-10-10,s54,0
2019-10-10,s55,411
2019-10-10,s56,381
2019-10-11,s01,0
2019-10-11,s02,0
2019-10-11,s03,0
2019-10-11,s04,0
2019-10-11,s05,40
2019-10-11,s06,1762
2019-10-11,s07,9
2019-10-11,s08,0
2019-10-11,s10,4
2019-10-11,s11,1163
2019-10-11,s12,17
2019-10-11,s13,0
2019-10-11,s14,171
2019-10-11,s15,1
2019-10-11,s16,0
2019-10-11,s17,3
2019-10-11,s19,0
2019-10-11,s20,14
2019-10-11,s21,4921
2019-10-11,s22,528
2019-10-11,s23,405
2019-10-11,s24,255
2019-10-11,s25,0
2019-10-11,s26,0
2019-10-11,s27,79
2019-10-11,s28,367
2019-10-11,s29,1164
2019-10-11,s30,0
2019-10-11,s31,0
2019-10-11,s32,0
2019-10-11,s33,1
2019-10-11,s34,0
2019-10-11,s35,1
2019-10-11,s36,184
2019-10-11,s37,37
2019-10-11,s38,0
2019-10-11,s39,1
2019-10-11,s40,1
2019-10-11,s41,0
2019-10-11,s42,55
2019-10-11,s43,0
2019-10-11,s44,0
2019-10-11,s45,5
2019-10-11,s46,0
2019-10-11,s47,0
2019-10-11,s48,0
2019-10-11,s49,292
2019-10-11,s50,0
2019-10-11,s51,0
2019-10-11,s52,0
2019-10-11,s53,0
2019-10-11,s54,0
2019-10-11,s55,369
2019-10-11,s56,409
2019-10-12,s01,0
2019-10-12,s02,0
2019-10-12,s03,0
2019-10-12,s04,0
2019-10-12,s05,22
2019-10-12,s06,1290
2019-10-12,s07,6
2019-10-12,s08,0
2019-10-12,s10,1
2019-10-12,s11,982
2019-10-12,s12,11
2019-10-12,s13,0
2019-10-12,s14,143
2019-10-12,s15,1
2019-10-12,s16,0
2019-10-12,s17,2
2019-10-12,s19,0
2019-10-12,s20,8
2019-10-12,s21,4305
2019-10-12,s22,382
2019-10-12,s23,336
2019-10-12,s24,209
2019-10-12,s25,0
2019-10-12,s26,0
2019-10-12,s27,69
2019-10-12,s28,290
2019-10-12,s29,981
2019-10-12,s30,0
2019-10-12,s31,0
2019-10-12,s32,1
2019-10-12,s33,1
2019-10-12,s34,0
2019-10-12,s35,0
2019-10-12,s36,114
2019-10-12,s37,32
2019-10-12,s38,0
2019-10-12,s39,2
2019-10-12,s40,0
2019-10-12,s41,0
2019-10-12,s42,55
2019-10-12,s43,1
2019-10-12,s44,0
2019-10-12,s45,4
2019-10-12,s46,0
2019-10-12,s47,12
2019-10-12,s48,0
2019-10-12,s49,217
2019-10-12,s50,0
2019-10-12,s51,0
2019-10-12,s52,0
2019-10-12,s53,0
2019-10-12,s54,0
2019-10-12,s55,265
2019-10-12,s56,561
2019-10-13,s01,0
2019-10-13,s02,0
2019-10-13,s03,0
2019-10-13,s04,0
2019-10-13,s05,39
2019-10-13,s06,1565
2019-10-13,s07,9
2019-10-13,s08,0
2019-10-13,s10,1
2019-10-13,s11,1041
2019-10-13,s12,8
2019-10-13,s13,0
2019-10-13,s14,155
2019-10-13,s15,2
2019-10-13,s16,0
2019-10-13,s17,0
2019-10-13,s19,0
2019-10-13,s20,8
2019-10-13,s21,3637
2019-10-13,s22,486
2019-10-13,s23,497
2019-10-13,s24,290
2019-10-13,s25,0
2019-10-13,s26,0
2019-10-13,s27,55
2019-10-13,s28,376
2019-10-13,s29,1041
2019-10-13,s30,0
2019-10-13,s31,0
2019-10-13,s32,1
2019-10-13,s33,1
2019-10-13,s34,0
2019-10-13,s35,0
2019-10-13,s36,160
2019-10-13,s37,28
2019-10-13,s38,0
2019-10-13,s39,3
2019-10-13,s40,0
2019-10-13,s41,0
2019-10-13,s42,49
2019-10-13,s43,8
2019-10-13,s44,0
2019-10-13,s45,5
2019-10-13,s46,0
2019-10-13,s47,1
2019-10-13,s48,0
2019-10-13,s49,243
2019-10-13,s50,0
2019-10-13,s51,0
2019-10-13,s52,0
2019-10-13,s53,0
2019-10-13,s54,0
2019-10-13,s55,316
2019-10-13,s56,398
2019-10-14,s01,0
2019-10-14,s02,0
2019-10-14,s03,0
2019-10-14,s04,0
2019-10-14,s05,45
2019-10-14,s06,1574
2019-10-14,s07,15
2019-10-14,s08,0
2019-10-14,s10,2
2019-10-14,s11,1330
2019-10-14,s12,13
2019-10-14,s13,0
2019-10-14,s14,174
2019-10-14,s15,2
2019-10-14,s16,1
2019-10-14,s17,1
2019-10-14,s19,0
2019-10-14,s20,5
2019-10-14,s21,0
2019-10-14,s22,715
2019-10-14,s23,660
2019-10-14,s24,363
2019-10-14,s25,0
2019-10-14,s26,0
2019-10-14,s27,81
2019-10-14,s28,417
2019-10-14,s29,1330
2019-10-14,s30,0
2019-10-14,s31,0
2019-10-14,s32,1
2019-10-14,s33,2
2019-10-14,s34,0
2019-10-14,s35,1
2019-10-14,s36,176
2019-10-14,s37,41
2019-10-14,s38,0
2019-10-14,s39,1
2019-10-14,s40,0
2019-10-14,s41,0
2019-10-14,s42,85
2019-10-14,s43,9
2019-10-14,s44,0
2019-10-14,s45,8
2019-10-14,s46,0
2019-10-14,s47,0
2019-10-14,s48,0
2019-10-14,s49,303
2019-10-14,s50,0
2019-10-14,s51,0
2019-10-14,s52,0
2019-10-14,s53,0
2019-10-14,s54,0
2019-10-14,s55,449
2019-10-14,s56,474
2019-10-15,s01,0
2019-10-15,s02,0
2019-10-15,s03,0
2019-10-15,s04,0
2019-10-15,s05,68
2019-10-15,s06,1487
2019-10-15,s07,12
2019-10-15,s08,0
2019-10-15,s10,2
2019-10-15,s11,1458
2019-10-15,s12,16
2019-10-15,s13,0
2019-10-15,s14,195
2019-10-15,s15,0
2019-10-15,s16,0
2019-10-15,s17,1
2019-10-15,s19,0
2019-10-15,s20,10
2019-10-15,s21,959
2019-10-15,s22,654
2019-10-15,s23,574
2019-10-15,s24,335
2019-10-15,s25,0
2019-10-15,s26,1
2019-10-15,s27,83
2019-10-15,s28,449
2019-10-15,s29,1456
2019-10-15,s30,0
2019-10-15,s31,0
2019-10-15,s32,2
2019-10-15,s33,2
2019-10-15,s34,0
2019-10-15,s35,1
2019-10-15,s36,214
2019-10-15,s37,44
2019-10-15,s38,0
2019-10-15,s39,5
2019-10-15,s40,0
2019-10-15,s41,0
2019-10-15,s42,62
2019-10-15,s43,5
2019-10-15,s44,0
2019-10-15,s45,7
2019-10-15,s46,0
2019-10-15,s47,0
2019-10-15,s48,0
2019-10-15,s49,366
2019-10-15,s50,0
2019-10-15,s51,0
2019-10-15,s52,0
2019-10-15,s53,0
2019-10-15,s54,0
2019-10-15,s55,447
2019-10-15,s56,441
2019-10-16,s01,0
2019-10-16,s02,0
2019-10-16,s03,0
2019-10-16,s04,0
2019-10-16,s05,93
2019-10-16,s06,1758
2019-10-16,s07,12
2019-10-16,s08,0
2019-10-16,s10,1
2019-10-16,s11,1464
2019-10-16,s12,12
2019-10-16,s13,0
2019-10-16,s14,214
2019-10-16,s15,2
2019-10-16,s16,1
2019-10-16,s17,4
2019-10-16,s19,0
2019-10-16,s20,18
2019-10-16,s21,5570
2019-10-16,s22,669
2019-10-16,s23,551
2019-10-16,s24,369
2019-10-16,s25,0
2019-10-16,s26,0
2019-10-16,s27,105
2019-10-16,s28,534
2019-10-16,s29,1464
2019-10-16,s30,0
2019-10-16,s31,0
2019-10-16,s32,3
2019-10-16,s33,0
2019-10-16,s34,0
2019-10-16,s35,1
2019-10-16,s36,168
2019-10-16,s37,48
2019-10-16,s38,0
2019-10-16,s39,2
2019-10-16,s40,0
2019-10-16,s41,0
2019-10-16,s42,77
2019-10-16,s43,3
2019-10-16,s44,0
2019-10-16,s45,10
2019-10-16,s46,0
2019-10-16,s47,0
2019-10-16,s48,0
2019-10-16,s49,341
2019-10-16,s50,0
2019-10-16,s51,0
2019-10-16,s52,0
2019-10-16,s53,0
2019-10-16,s54,0
2019-10-16,s55,450
2019-10-16,s56,385
2019-10-17,s01,0
2019-10-17,s02,0
2019-10-17,s03,0
2019-10-17,s04,0
2019-10-17,s05,129
2019-10-17,s06,1809
2019-10-17,s07,13
2019-10-17,s08,0
2019-10-17,s10,1
2019-10-17,s11,1303
2019-10-17,s12,20
2019-10-17,s13,0
2019-10-17,s14,197
2019-10-17,s15,2
2019-10-17,s16,0
2019-10-17,s17,4
2019-10-17,s19,0
2019-10-17,s20,8
2019-10-17,s21,5449
2019-10-17,s22,573
2019-10-17,s23,544
2019-10-17,s24,357
2019-10-17,s25,0
2019-10-17,s26,0
2019-10-17,s27,101
2019-10-17,s28,451
2019-10-17,s29,1303
2019-10-17,s30,0
2019-10-17,s31,0
2019-10-17,s32,1
2019-10-17,s33,1
2019-10-17,s34,0
2019-10-17,s35,0
2019-10-17,s36,197
2019-10-17,s37,51
2019-10-17,s38,0
2019-10-17,s39,2
2019-10-17,s40,0
2019-10-17,s41,0
2019-10-17,s42,71
2019-10-17,s43,8
2019-10-17,s44,0
2019-10-17,s45,3
2019-10-17,s46,0
2019-10-17,s47,0
2019-10-17,s48,0
2019-10-17,s49,332
2019-10-17,s50,1
2019-10-17,s51,0
2019-10-17,s52,0
2019-10-17,s53,0
2019-10-17,s54,0
2019-10-17,s55,429
2019-10-17,s56,381
2019-10-18,s01,0
2019-10-18,s02,0
2019-10-18,s03,1
2019-10-18,s04,0
2019-10-18,s05,75
2019-10-18,s06,1770
2019-10-18,s07,15
2019-10-18,s08,0
2019-10-18,s10,1
2019-10-18,s11,1163
2019-10-18,s12,14
2019-10-18,s13,0
2019-10-18,s14,167
2019-10-18,s15,6
2019-10-18,s16,0
2019-10-18,s17,4
2019-10-18,s19,0
2019-10-18,s20,8
2019-10-18,s21,4705
2019-10-18,s22,501
2019-10-18,s23,417
2019-10-18,s24,326
2019-10-18,s25,0
2019-10-18,s26,0
2019-10-18,s27,73
2019-10-18,s28,369
2019-10-18,s29,1162
2019-10-18,s30,0
2019-10-18,s31,0
2019-10-18,s32,0
2019-10-18,s33,1
2019-10-18,s34,0
2019-10-18,s35,0
2019-10-18,s36,147
2019-10-18,s37,35
2019-10-18,s38,0
2019-10-18,s39,2
2019-10-18,s40,0
2019-10-18,s41,0
2019-10-18,s42,48
2019-10-18,s43,4
2019-10-18,s44,0
2019-10-18,s45,6
2019-10-18,s46,0
2019-10-18,s47,0
2019-10-18,s48,0
2019-10-18,s49,276
2019-10-18,s50,1
2019-10-18,s51,0
2019-10-18,s52,0
2019-10-18,s53,0
2019-10-18,s54,0
2019-10-18,s55,375
2019-10-18,s56,343
2019-10-19,s01,0
2019-10-19,s02,0
2019-10-19,s03,0
2019-10-19,s04,0
2019-10-19,s05,46
2019-10-19,s06,1300
2019-10-19,s07,7
2019-10-19,s08,0
2019-10-19,s10,3
2019-10-19,s11,1062
2019-10-19,s12,8
2019-10-19,s13,0
2019-10-19,s14,152
2019-10-19,s15,1
2019-10-19,s16,0
2019-10-19,s17,2
2019-10-19,s19,0
2019-10-19,s20,4
2019-10-19,s21,4416
2019-10-19,s22,394
2019-10-19,s23,389
2019-10-19,s24,250
2019-10-19,s25,0
2019-10-19,s26,0
2019-10-19,s27,53
2019-10-19,s28,326
2019-10-19,s29,1063
2019-10-19,s30,0
2019-10-19,s31,0
2019-10-19,s32,3
2019-10-19,s33,0
