epoch,Training Loss,Test Loss,Test Accur.,Test False Pos.,Test False Neg.,Test Precision,Test Recall,Test F1,Training Time,Test Time
1,0.28885370718912384,0.22863533911481498,0.9084285714285715,0.31521739130434784,0.05571677307022635,0.6847826086956522,0.9247578398548316,0.7868806112426013,0:04:15,0:00:08
