epoch,Training Loss,Test Loss,Test Accur.,Test False Pos.,Test False Neg.,Test Precision,Test Recall,Test F1,Training Time,Test Time
1,0.2887954388200788,0.24205956727825106,0.8965,0.3746312684365782,0.04819277108433735,0.6253687315634219,0.9284508231321232,0.7473507613243008,0:04:04,0:00:07
2,0.20498655973475016,0.3025184994637966,0.908,0.30985915492957744,0.05597667638483965,0.6901408450704225,0.9249760597021497,0.7904861346276856,0:04:03,0:00:07
