epoch,Training Loss,Test Loss,Test Accur.,Test False Pos.,Test False Neg.,Test Precision,Test Recall,Test F1,Training Time,Test Time
1,0.2892062534335272,0.2288774100728333,0.9014285714285715,0.29515418502202645,0.07336343115124154,0.7048458149779736,0.9057278855061816,0.7927591384560323,0:04:13,0:00:08
2,0.21039956228637993,0.2835301874950528,0.9055,0.33222591362126247,0.052414605418138985,0.6677740863787376,0.927221010250294,0.7763963215932939,0:04:10,0:00:08
