epoch,Training Loss,Test Loss,Test Accur.,Test False Pos.,Test False Neg.,Test Precision,Test Recall,Test F1,Training Time,Test Time
1,0.2830628746386084,0.23008129587769507,0.9129285714285714,0.3062730627306273,0.052662037037037035,0.6937269372693727,0.9294442457621056,0.7944701294794775,0:04:09,0:00:08
