epoch,Training Loss,Test Loss,Test Accur.,Test False Pos.,Test False Neg.,Test Precision,Test Recall,Test F1,Training Time,Test Time
1,0.2853495025607269,0.22571818575356156,0.9134285714285715,0.2978723404255319,0.05839002267573696,0.7021276595744681,0.923223320064073,0.7976377251457583,0:04:05,0:00:08
2,0.20980856284378457,0.27634636842599136,0.909,0.3576158940397351,0.043606364172068354,0.6423841059602649,0.9364329884004711,0.7620257852463949,0:04:05,0:00:07
